"","ens.model.kmeans$cluster","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"59",4,-0.332917063548732,0.185146008486704,-0.00404208122125624,0.109954071067376,-0.0118845078494861,0.0633748467742168,0.00491430930604394,0.00872967025539126,0.0861478674132619,0.10204800132896
"60",4,-0.337319310303331,0.178550682156313,0.020126078926863,0.108640245253205,-0.00580092140288917,0.0395472605220211,0.0531342729783171,0.0349406318623262,0.0982553146378673,0.0654856646046687
"61",4,-0.334920640545893,0.160777853064447,0.0508224629215916,0.113504993398536,0.0304380890427927,-0.0108355159632829,0.0639966151344175,0.0595216654213065,0.0986290685168032,0.01443810052401
"62",4,-0.337414892406194,0.138737948215659,0.0772584737291787,0.122576267731569,0.0530802150116158,-0.0470463160559183,0.0257832598110647,0.0655580539710797,0.0803734621184927,-0.0424896261315856
"63",4,-0.340595163466622,0.117800670185517,0.101418351225721,0.129237727275964,0.0499866798068133,-0.0432294366624408,-0.0325815984029426,0.0548434981415328,0.0546046448462768,-0.092837810100078
"64",4,-0.32970285729058,0.0976276655847625,0.133545691676801,0.130051819411093,0.0426010442461409,-0.00514203631889189,-0.0732417299344463,0.0456741282520595,0.0378018375082684,-0.12200565821377
"65",4,-0.327097264998883,0.0762167757567615,0.15716322868821,0.122584401108683,0.00950448516116065,0.0495352411266517,-0.0673970167445577,0.051892375451319,0.0136197638988725,-0.12155736338007
"66",4,-0.323596278672118,0.0663271280472742,0.179360813443458,0.0999790048109526,-0.0106273180072537,0.0814825011008194,-0.0195800701760736,0.0551623916889957,-0.00960888531649511,-0.0959177883764211
"67",4,-0.323739210243538,0.0632278028027374,0.196014772097169,0.068890211448313,-0.0111165447888681,0.072528177790071,0.0386836136424707,0.0508951162993393,-0.035131405461018,-0.0522843384795897
"68",4,-0.325795459867935,0.044196096610892,0.208220256443564,0.0457794862859845,0.0119011108016306,0.0268676872463448,0.074637411853386,0.0567312107293105,-0.0584108011605323,0.00261882148914047
"69",4,-0.328086279910167,0.022663420265466,0.215914921318433,0.0279995361595969,0.0407106893231083,-0.0249237709422538,0.0586241646859291,0.0413607997498098,-0.075665011249028,0.0515169065555433
"70",4,-0.33329452635199,-0.00087478359479049,0.216258881507951,0.0144379009278775,0.0476568778603664,-0.0457194277125922,0.00462020400331406,0.00887392843963141,-0.0826061809795201,0.084504429788735
"71",4,-0.337504075284898,-0.0204284001880516,0.211716669523453,-0.00211242703077147,0.0269552570983663,-0.023575127927356,-0.0475203816921388,-0.0309864310340135,-0.0744302389690246,0.0965710935045038
"72",4,-0.33111885124153,-0.0365922190717727,0.20882301789273,-0.0245615716675837,0.000889571166801438,0.0215482017736111,-0.062242054213422,-0.0592642068725378,-0.0480499572553454,0.0899546642899052
"73",4,-0.324178917782807,-0.0590331393967694,0.203175252945674,-0.0479639540475309,-0.0175657868543958,0.0578465389825955,-0.0300727024470093,-0.0565560355772355,-0.0101555461131045,0.0717771494587423
"74",4,-0.318104491214814,-0.0682832255478394,0.194394934970977,-0.0779035099465185,-0.0145236035021502,0.0614648568446771,0.0179420709264903,-0.0581227066653938,0.0316281341714689,0.0412769573065122
"75",4,-0.319663589292663,-0.08114694178339,0.177091793310653,-0.102301652034611,0.000555364282574081,0.03442897959175,0.0543151554524865,-0.0548344542497584,0.0643790871313408,0.00635005743645544
"76",4,-0.322432940504211,-0.0986881926323262,0.15553796253786,-0.117107017729468,0.025557793287866,-0.00635832515681153,0.0564534406805103,-0.0536866029300396,0.0868907923519878,-0.0277490933934946
"77",4,-0.319987572153192,-0.116581809693395,0.13444027744827,-0.122537175232682,0.0514624956370418,-0.0338855298999415,0.0203336600206943,-0.0604958947469812,0.10278351788685,-0.0559521957609564
"78",4,-0.320644043875499,-0.140343453357526,0.107671161210131,-0.119017957513083,0.0501998170138265,-0.0262094833671121,-0.0258737914378202,-0.059483069309879,0.103759925137265,-0.0721579471233705
"79",4,-0.317997809997564,-0.159270067914245,0.0804230926905544,-0.11555008364037,0.0309648651868709,0.00859317303986783,-0.0497797552358409,-0.0498215638671439,0.0916154615788585,-0.074633419575768
"80",4,-0.31738745195433,-0.182169686860136,0.0512168291142697,-0.11086401756112,0.00461613370409755,0.0445392832034094,-0.0310114097231448,-0.0151475896472825,0.0651394235237631,-0.0615101247681177
"81",4,-0.329167420040427,-0.18850420008203,0.0137527233990068,-0.115971457382909,-0.0266206478069341,0.0571784223717775,0.0157099434956685,0.0070826433574369,0.0178876477721591,-0.0436799427735919
"82",4,-0.314000099192541,-0.193342482638842,-0.00286493936453805,-0.11723482132707,0.00947697312806146,0.0247076845007026,0.0539451984473157,0.0269325069396573,-0.0141545047539168,-0.0208343227024649
"83",4,-0.319393714545304,-0.198513012350846,-0.0341722009235571,-0.10919168747355,0.021551999657431,-0.0134018604056763,0.0536926302826118,0.0326989057728686,-0.0613312976888648,0.00154656739418845
"84",4,-0.317183239394906,-0.219821546681537,-0.0571871017222048,-0.0862615409754398,0.0450176011440029,-0.0430630856473683,0.0238389194622511,0.0428660279559633,-0.0863735701189697,0.0229576769514439
"85",4,-0.310061348756507,-0.224675806731553,-0.0742873788034073,-0.064760476696718,0.0552727096112728,-0.0400681836012727,-0.0308470477516886,0.0192339761147369,-0.0881994259464511,0.0351576098419482
"86",4,-0.293819070942773,-0.232994064920914,-0.0836485606049396,-0.0394825892703492,0.0517129750747775,-0.00237532753837754,-0.0688190519723856,0.00477843300491014,-0.065350280244633,0.0443901589013586
"87",4,-0.275462408412628,-0.232263223929323,-0.0890762501359087,-0.0200986714319413,0.0357926455725211,0.050247403058386,-0.0685437614082096,-0.00710834852455524,-0.0266721362499559,0.0482536231318251
"88",4,-0.274504377874921,-0.200551713145292,-0.107096317033729,-0.021378979235683,-0.0141199661914441,0.0945559948098193,-0.0250169855568351,-0.0440364502177563,-0.0041533853239173,0.038030489127608
"89",4,-0.26270587583613,-0.182607717856043,-0.116044918834764,-0.0206460440065299,-0.0241127997044265,0.0863419514248513,0.0537312317099322,-0.0444624231169373,0.0181971303006152,0.024824491740118
"90",4,-0.254491866738617,-0.181643000891695,-0.122924390288303,-0.008867543584074,-0.00294383105314099,0.0252158804784346,0.109102683154377,-0.0249926504961903,0.0309697701337235,0.01009568274554
"91",4,-0.234491452900329,-0.163509373465886,-0.118655937394608,0.00377172496536945,0.0444966424813429,-0.0507815449466159,0.0867196243351813,-0.0488847882462833,0.0431927635421799,-0.0127302928398339
"92",4,-0.217631873591696,-0.165168874150229,-0.116899252076574,0.0335800165600755,0.0583135596764554,-0.0845385916107362,0.0143722441483831,-0.0564633593164685,0.0450274585479273,-0.0295519910857458
"93",4,-0.228595362688558,-0.147824258912402,-0.136269182604306,0.0509053705360318,-0.0172643924602072,-0.0518380089192051,-0.0492988790077368,-0.0764458482160777,0.018492735937859,-0.0448806273605899
"94",4,-0.227363190902916,-0.131953722789297,-0.145613601056321,0.0556858309280286,-0.0905064237605913,-0.00424272054834693,-0.0438500015943236,-0.0624148452316745,-0.00194253128783298,-0.0496525589136295
"95",1,-0.227468490093148,-0.125077515914056,-0.151310468369842,0.0535997511133884,-0.138449729603254,0.00956800158509361,0.0197947697080673,-0.00623664907234421,-0.0226214355033909,-0.0391769946797651
"96",1,-0.217041150148302,-0.103899621750259,-0.143044173303195,0.0424572333482511,-0.121482167778648,-0.0334220144608645,0.0740476150220154,0.0369369345128292,-0.0305414046245297,-0.0212151925047207
"97",1,-0.208936821025602,-0.0883160680832245,-0.13341937482718,0.0393349570885719,-0.0800471732304603,-0.0985000252913338,0.0722648565423321,0.0672532195814589,-0.0375709988272097,0.0015578650592463
"98",1,-0.212621118545759,-0.0452755183892649,-0.133172687021789,0.0282557498361467,-0.0714089127790602,-0.130853340004764,0.00727318703104655,0.0329091651640943,-0.0538420968644879,0.013364468767437
"99",1,-0.213846429687774,-0.0166440902676648,-0.134563089335133,0.0220677651954615,-0.0912152807620691,-0.1126218744803,-0.0562376029411579,0.00981197765326056,-0.067175637846497,0.0212940552550478
"100",1,-0.213973438883641,-0.0068802798913723,-0.134245403855544,0.0189984567224202,-0.120143066154167,-0.0660233311133422,-0.0749564213630904,0.0241958866685424,-0.0700523246210805,0.0297764222722098
"101",1,-0.188015148597113,0.0116325048712856,-0.111469281166987,0.00925785051790999,-0.0958005735040716,-0.0307791855360126,-0.0630740744975087,0.0392311531893456,-0.0421731630410408,0.035191183837421
"102",1,-0.177913590273204,0.04632793179512,-0.0994066115253951,-0.00713697866574813,-0.0850891525086469,-0.00305948976486244,-0.0405220664616285,0.0357949663040624,-0.0241022648156852,0.034233856457364
"103",1,-0.165433938945366,0.0566543481695063,-0.0835635350392802,-0.0102290177966582,-0.0484618477883682,0.000368278778554862,-0.00821928166633101,0.0623341434884288,-8.68315857294234e-05,0.0345234495977362
"104",1,-0.157849318527976,0.0706931412149733,-0.0698287284608225,-0.00976224293852924,-0.00688207821210442,-0.00968023444134746,0.000480784837539766,0.0695364329067981,0.0182188561437011,0.0282693213984807
"105",1,-0.169508452565213,0.085099304382741,-0.0714338492762519,-0.00690145081560703,-0.00260066010121571,-0.00942450529775044,-0.00739083845010002,0.0575216605487532,0.0123354142715997,0.0134197669921347
"106",1,-0.183447637670728,0.10565498359984,-0.0757140888865471,-0.00865766593567422,-0.0116733433530332,-0.000491792995367314,-0.0141919400623194,0.0254876270578367,-0.00265385743721365,-0.0104231371198604
"107",1,-0.194763310729161,0.119502721858795,-0.0776826884080695,-0.00888343567648683,-0.0184041983103704,0.00807792956494584,-0.00774276248511154,0.00369050262477318,-0.0184330099681692,-0.0322141147886881
"108",1,-0.198441662845977,0.143911149075185,-0.0742122774654998,-0.0143846238384419,-0.0148955989474439,0.00982272141818411,-0.000370002321300229,-0.031076384374311,-0.032429234863926,-0.050072277289051
"109",1,-0.206669144036123,0.161823382209303,-0.0752811411213606,-0.0175936392455,-0.0206887516027526,0.00830036694058236,0.00998998510660091,-0.0576865860990709,-0.0515837471858349,-0.0569488353945347
"110",1,-0.211018321084942,0.173114883981209,-0.0725937807741659,-0.0165074785860015,-0.014057582916533,-0.00224680239347372,0.019330740301312,-0.0664320627257777,-0.0589352349117074,-0.0475242961825527
"111",1,-0.230356146064374,0.184745061611648,-0.0806009886348909,-0.0149444318000626,-0.0307302168818024,-0.0120896077976682,0.0239034357280034,-0.0686996882565709,-0.0706312658665734,-0.0255812170693538
"112",1,-0.243356505846816,0.193290485346814,-0.083227143333288,-0.0128440163831042,-0.034489600497181,-0.0271238576008386,0.0247665281007701,-0.0640874016553955,-0.0677988381285934,0.00357167749787267
"113",1,-0.256058113234167,0.203126263879858,-0.0838044166610256,-0.0106204755120414,-0.0340763933922725,-0.0401840658805147,0.0152742217966159,-0.0590893304360814,-0.0510489328116934,0.0331524694229999
"114",1,-0.281489383368814,0.212253334735689,-0.0925502165903258,-0.00915558677460729,-0.0555284889609062,-0.0422354621546385,0.00523123145251208,-0.0502832320739791,-0.0353271536911824,0.056489853306948
"115",1,-0.296274042308088,0.217522984867543,-0.0916467734809951,-0.00765666432681085,-0.0572693341098139,-0.0448486225594557,3.01206129316898e-05,-0.0332535278501993,-0.00733514260072342,0.0693469959103198
"116",4,-0.299265187074876,0.215172166715738,-0.0798471075754662,-0.001426901195545,-0.0348766787351005,-0.0482932063436627,-0.00973597274949882,-0.00737374975300443,0.0307097138530818,0.0701615509994565
"117",4,-0.29278272025879,0.210045079976425,-0.0573225288332136,0.0102801341033159,0.00603194766477938,-0.0437643460314373,-0.0334674549511319,0.0172569877672429,0.0773147756363531,0.05924647855269
"118",4,-0.299979440205906,0.208545009913796,-0.0450139235527358,0.0213893664903917,0.00898563874727103,-0.0141617297085157,-0.0562269911739898,0.031241811739736,0.0976815007793258,0.0349239578491189
"119",4,-0.306255712185365,0.205629200237878,-0.0322966101823235,0.0297630762046998,0.00200006236350231,0.0231809699408822,-0.0518902974712606,0.048161980558987,0.0984103589910203,0.00220503852081106
"120",4,-0.31484961926465,0.20865556503038,-0.0203085983934498,0.0309769621754732,-0.00335673327819375,0.0481929345244348,-0.0229136351227708,0.0575450292049066,0.0801577719833188,-0.0349522732810573
"121",4,-0.315663915912882,0.20207667440009,-0.000966118646451469,0.0354944349014932,0.0203794263939469,0.0441172913318461,0.0128045679069575,0.0752228684074011,0.0547676902076797,-0.0649433054425935
"122",4,-0.327861572171438,0.196615356412082,0.0105209829608863,0.0406178645745131,0.0353117649032076,0.0256473127594308,0.0285472431943781,0.0753755724028059,0.0102141095645395,-0.0850899293224402
"123",4,-0.333269527636943,0.172113048850889,0.028446308054755,0.0567597662771128,0.0665277882341494,0.00167929349059452,0.0220335718504745,0.0834549815826103,-0.0250023009285253,-0.0854740480355424
"124",4,-0.348288857008958,0.17579440450033,0.0395265636759863,0.0605764391289991,0.0664701233358695,0.00148701125367693,-0.0141769863582602,0.0359911606404812,-0.0585987574250956,-0.0762796098038838
"125",4,-0.348839466993474,0.166236055099582,0.0579044273369112,0.0672860781426232,0.0627146919020347,0.0223960317733653,-0.0373897562272392,0.00428095769799722,-0.0742932319913737,-0.0489262699245718
"126",4,-0.350060370623325,0.153142511983427,0.0743209603195274,0.0712515177949187,0.0456065469106034,0.0527928220775917,-0.0332678885942002,-0.0103774168691063,-0.0778406363744479,-0.00775274045007028
"127",4,-0.356666359124409,0.142030924725538,0.0860344316844151,0.0678577389987404,0.0221173131248678,0.0711357412857524,-0.00110579421418066,-0.0171967290636437,-0.0732549476370299,0.0361004430222505
"128",4,-0.365186694817429,0.13117083883423,0.095388609402459,0.05960068573186,0.0098974585140122,0.0601913514637636,0.0423196348485979,-0.0168682877282115,-0.0613505243054119,0.0732402683273055
"129",4,-0.365789673858142,0.108490357407591,0.110708335060008,0.056614331757339,0.0303416525171421,0.0183604896960305,0.0665503567651756,-0.00581555626410636,-0.0335894750372629,0.0974352202828689
"130",4,-0.368828303441907,0.0848968866137391,0.124217672906316,0.056770037750322,0.0533820087732868,-0.023488883455417,0.0458309596769684,-0.0119535268633659,0.00223529581477353,0.100074116536338
"131",4,-0.357612803321148,0.0723651625612506,0.145532532839839,0.0546184309738589,0.0772793703072757,-0.0365955145930086,-0.0136004395902844,-0.0467359258497556,0.0515134818551666,0.0788422330710036
"132",4,-0.36560735455664,0.0495327992135161,0.147744236244844,0.0541377321975739,0.0361124183138258,-2.32861145288293e-05,-0.0553866104514512,-0.0595221612583752,0.0783356650936543,0.0447034410285861
"133",4,-0.361090710314364,0.0402038655406355,0.155359746988531,0.0391143462032595,-0.000332052029035032,0.045875702682191,-0.0497780058965697,-0.0641275014145744,0.102800473543847,0.00174272920071626
"134",4,-0.366193105527357,0.0162389680499017,0.15410272399522,0.0232563188122164,-0.0353952888926391,0.0678374889810167,0.00667352606532864,-0.0245539259961303,0.105562589032589,-0.0355088257420625
"135",4,-0.368845592919475,0.000744259792655232,0.15407201193652,0.000476552835897272,-0.0314646053967232,0.0402925009660797,0.0651801447936718,0.00896509406289626,0.0942329676675516,-0.0671434199883641
"136",4,-0.384960066391614,-0.0143283129021479,0.141811256446077,-0.0202678526819813,-0.0235665948198948,-0.0147590632501779,0.0870090321431694,0.0269079256743733,0.0559383690278563,-0.0890468104137472
"137",4,-0.403877403273511,-0.018369423388103,0.124223166270741,-0.0428596826352256,-0.0175968391917917,-0.0651614369106244,0.0572319060502725,0.00415086114932673,0.0053872667145102,-0.102407181446482
"138",4,-0.395213053223571,-0.00850662309727764,0.120517315852818,-0.0664113381995731,0.0068071576771451,-0.0840393434829526,-0.0125375481575756,-0.0488491893412352,-0.0281516639508363,-0.101878351851331
"139",4,-0.410536872038115,-0.000327533809083843,0.0910878920437923,-0.0887792734523482,-0.0455877682339575,-0.0428975047645429,-0.0638890333542271,-0.0875079684589585,-0.0795502295628406,-0.0812496379502902
"140",4,-0.420731822301775,-0.00989688461945857,0.062363943372284,-0.108700757076329,-0.0932025813684311,0.00570756833538691,-0.0461276791427248,-0.0695657271152996,-0.111720251554524,-0.0376526612853155
"141",4,-0.422297217047416,-0.0253379197088044,0.0425390945655473,-0.126289463866936,-0.0908086145399201,0.014979481237565,0.0101468537129339,-0.0191017835101724,-0.111855885459408,0.0207616042633466
"142",4,-0.420843058871107,-0.0589345280737974,0.0297126796085568,-0.127396378531399,-0.0365039638791198,-0.020681435217292,0.0495979498012876,0.0498468032543202,-0.0828978692406169,0.0831507004101491
